Date,CPI,CPI_2021_Index
1993-03-01,143.3,1.9457362177250523
1993-04-01,143.8,1.9389707927677329
1993-05-01,144.2,1.933592233009709
1993-06-01,144.3,1.9322522522522523
1993-07-01,144.5,1.9295778546712803
1993-08-01,144.8,1.9255801104972374
1993-09-01,145.0,1.9229241379310347
1993-10-01,145.6,1.9150000000000003
1993-11-01,146.0,1.9097534246575343
1993-12-01,146.3,1.9058373205741626
1994-01-01,146.3,1.9058373205741626
1994-02-01,146.7,1.9006407634628495
1994-03-01,147.1,1.8954724677090415
1994-04-01,147.2,1.894184782608696
1994-05-01,147.5,1.8903322033898307
1994-06-01,147.9,1.8852197430696416
1994-07-01,148.4,1.878867924528302
1994-08-01,149.0,1.8713020134228189
1994-09-01,149.3,1.8675418620227728
1994-10-01,149.4,1.8662918340026773
1994-11-01,149.8,1.8613084112149532
1994-12-01,150.1,1.8575882744836778
1995-01-01,150.5,1.8526511627906979
1995-02-01,150.9,1.847740225314778
1995-03-01,151.2,1.8440740740740742
1995-04-01,151.8,1.8367852437417653
1995-05-01,152.1,1.8331623931623933
1995-06-01,152.4,1.8295538057742782
1995-07-01,152.6,1.8271559633027525
1995-08-01,152.9,1.823570961412688
1995-09-01,153.1,1.821188765512737
1995-10-01,153.5,1.8164429967426712
1995-11-01,153.7,1.8140793754066364
1995-12-01,153.9,1.8117218973359324
1996-01-01,154.7,1.8023529411764707
1996-02-01,155.0,1.7988645161290324
1996-03-01,155.5,1.79308038585209
1996-04-01,156.1,1.786188340807175
1996-05-01,156.4,1.782762148337596
1996-06-01,156.7,1.7793490746649652
1996-07-01,157.0,1.7759490445859873
1996-08-01,157.2,1.7736895674300257
1996-09-01,157.7,1.7680659480025367
1996-10-01,158.2,1.762477876106195
1996-11-01,158.7,1.7569250157529932
1996-12-01,159.1,1.7525078566939034
1997-01-01,159.4,1.7492095357590967
1997-02-01,159.7,1.7459236067626802
1997-03-01,159.8,1.744831038798498
1997-04-01,159.9,1.743739837398374
1997-05-01,159.9,1.743739837398374
1997-06-01,160.2,1.7404744069912612
1997-07-01,160.4,1.7383042394014963
1997-08-01,160.8,1.7339800995024874
1997-09-01,161.2,1.729677419354839
1997-10-01,161.5,1.7264643962848298
1997-11-01,161.7,1.7243290043290045
1997-12-01,161.8,1.7232632880098888
1998-01-01,162.0,1.721135802469136
1998-02-01,162.0,1.721135802469136
1998-03-01,162.0,1.721135802469136
1998-04-01,162.2,1.7190135635018498
1998-05-01,162.6,1.7147847478474787
1998-06-01,162.8,1.7126781326781326
1998-07-01,163.2,1.708480392156863
1998-08-01,163.4,1.7063892288861688
1998-09-01,163.5,1.7053455657492356
1998-10-01,163.9,1.7011836485661989
1998-11-01,164.1,1.6991102985984157
1998-12-01,164.4,1.6960097323600973
1999-01-01,164.7,1.6929204614450517
1999-02-01,164.7,1.6929204614450517
1999-03-01,164.8,1.691893203883495
1999-04-01,165.9,1.680675105485232
1999-05-01,166.0,1.6796626506024097
1999-06-01,166.0,1.6796626506024097
1999-07-01,166.7,1.6726094781043792
1999-08-01,167.1,1.6686056253740276
1999-09-01,167.8,1.6616448152562575
1999-10-01,168.1,1.6586793575252827
1999-11-01,168.4,1.6557244655581949
1999-12-01,168.8,1.6518009478672986
2000-01-01,169.3,1.6469226225634968
2000-02-01,170.0,1.6401411764705882
2000-03-01,171.0,1.6305497076023392
2000-04-01,170.9,1.6315038033937976
2000-05-01,171.2,1.6286448598130843
2000-06-01,172.2,1.6191869918699189
2000-07-01,172.7,1.6144991314418067
2000-08-01,172.7,1.6144991314418067
2000-09-01,173.6,1.6061290322580646
2000-10-01,173.9,1.6033582518688902
2000-11-01,174.2,1.6005970149253732
2000-12-01,174.6,1.596930126002291
2001-01-01,175.6,1.5878359908883828
2001-02-01,176.0,1.5842272727272728
2001-03-01,176.1,1.5833276547416242
2001-04-01,176.4,1.5806349206349206
2001-05-01,177.3,1.5726113931190073
2001-06-01,177.7,1.569071468767586
2001-07-01,177.4,1.5717249154453212
2001-08-01,177.4,1.5717249154453212
2001-09-01,178.1,1.5655474452554745
2001-10-01,177.6,1.5699549549549552
2001-11-01,177.5,1.5708394366197185
2001-12-01,177.4,1.5717249154453212
2002-01-01,177.7,1.569071468767586
2002-02-01,178.0,1.5664269662921348
2002-03-01,178.5,1.5620392156862746
2002-04-01,179.3,1.555069715560513
2002-05-01,179.5,1.5533370473537604
2002-06-01,179.6,1.5524721603563476
2002-07-01,180.0,1.5490222222222223
2002-08-01,180.5,1.5447313019390583
2002-09-01,180.8,1.5421681415929203
2002-10-01,181.2,1.5387637969094925
2002-11-01,181.5,1.5362203856749312
2002-12-01,181.8,1.5336853685368537
2003-01-01,182.6,1.5269660460021908
2003-02-01,183.6,1.518649237472767
2003-03-01,183.9,1.5161718325176727
2003-04-01,183.2,1.5219650655021835
2003-05-01,182.9,1.5244614543466375
2003-06-01,183.1,1.522796286182414
2003-07-01,183.7,1.5178225367446927
2003-08-01,184.5,1.5112411924119242
2003-09-01,185.1,1.506342517558077
2003-10-01,184.9,1.5079718766901027
2003-11-01,185.0,1.5071567567567568
2003-12-01,185.5,1.5030943396226415
2004-01-01,186.3,1.4966398282340312
2004-02-01,186.7,1.4934333154793789
2004-03-01,187.1,1.490240513094602
2004-04-01,187.4,1.487854855923159
2004-05-01,188.2,1.4815302869287994
2004-06-01,188.9,1.4760402329274749
2004-07-01,189.1,1.4744791115811742
2004-08-01,189.2,1.4736997885835097
2004-09-01,189.8,1.469041095890411
2004-10-01,190.8,1.4613417190775682
2004-11-01,191.7,1.4544809598330726
2004-12-01,191.7,1.4544809598330726
2005-01-01,191.6,1.455240083507307
2005-02-01,192.4,1.4491891891891893
2005-03-01,193.1,1.4439357845675818
2005-04-01,193.7,1.4394630872483223
2005-05-01,193.6,1.440206611570248
2005-06-01,193.7,1.4394630872483223
2005-07-01,194.9,1.4306003078501797
2005-08-01,196.1,1.4218459969403368
2005-09-01,198.8,1.4025352112676057
2005-10-01,199.1,1.4004218985434456
2005-11-01,198.1,1.4074911660777387
2005-12-01,198.1,1.4074911660777387
2006-01-01,199.3,1.3990165579528349
2006-02-01,199.4,1.3983149448345036
2006-03-01,199.7,1.3962143214822236
2006-04-01,200.7,1.3892575984055806
2006-05-01,201.3,1.3851167411823149
2006-06-01,201.8,1.3816848364717542
2006-07-01,202.9,1.374194184327255
2006-08-01,203.8,1.3681256133464181
2006-09-01,202.8,1.3748717948717948
2006-10-01,201.9,1.3810004952947004
2006-11-01,202.0,1.3803168316831684
2006-12-01,203.1,1.3728409650418514
2007-01-01,203.437,1.370566809380791
2007-02-01,204.226,1.3652718067239236
2007-03-01,205.288,1.3582089552238805
2007-04-01,205.904,1.3541456212603933
2007-05-01,206.755,1.3485719813305603
2007-06-01,207.234,1.3454548963973094
2007-07-01,207.603,1.3430634432065047
2007-08-01,207.667,1.3426495302575758
2007-09-01,208.547,1.3369839892206554
2007-10-01,209.19,1.3328744203833836
2007-11-01,210.834,1.3224811937353558
2007-12-01,211.445,1.318659698739625
2008-01-01,212.174,1.3141289696192748
2008-02-01,212.687,1.310959296995115
2008-03-01,213.448,1.3062853716127583
2008-04-01,213.942,1.3032691103196195
2008-05-01,215.208,1.2956023939630497
2008-06-01,217.463,1.2821675411449305
2008-07-01,219.016,1.2730759396573768
2008-08-01,218.69,1.2749737070739404
2008-09-01,218.877,1.2738844191029666
2008-10-01,216.995,1.2849328325537455
2008-11-01,213.153,1.3080932475733396
2008-12-01,211.398,1.3189528756185016
2009-01-01,211.933,1.3156233337894525
2009-02-01,212.705,1.3108483580545827
2009-03-01,212.495,1.3121438151485918
2009-04-01,212.709,1.3108237075064995
2009-05-01,213.022,1.3088976725408645
2009-06-01,214.79,1.298123748777876
2009-07-01,214.726,1.298510660097054
2009-08-01,215.445,1.2941771681867762
2009-09-01,215.861,1.2916830738299185
2009-10-01,216.509,1.2878171346225793
2009-11-01,217.234,1.2835191544601674
2009-12-01,217.347,1.282851845206053
2010-01-01,217.488,1.2820201574339734
2010-02-01,217.281,1.2832415167455968
2010-03-01,217.353,1.2828164322553635
2010-04-01,217.403,1.2825214003486614
2010-05-01,217.29,1.2831883657784529
2010-06-01,217.199,1.2837259840054511
2010-07-01,217.605,1.2813308517727076
2010-08-01,217.923,1.2794610940561575
2010-09-01,218.275,1.2773977780322987
2010-10-01,219.035,1.272965507795558
2010-11-01,219.59,1.269748167038572
2010-12-01,220.472,1.2646685293370588
2011-01-01,221.187,1.2605804138579573
2011-02-01,221.898,1.2565412937475777
